Model,RMSE,MAE,MAPE (%),R2,Train Time (s),Test Time (s)
RNN (base),0.7633504834512707,0.6561810193631119,11.072247982537842,0.7318168981884816,165.6636357307434,1.1345722675323486
RNN (Keras Tuner),0.7633504834512707,0.6539005937906872,11.049462760716262,0.734539889447407,181.51996493339539,1.1038661003112793
RNN (grid search),0.7695839429218196,0.6603497350969666,11.006842735356633,0.7274190912788778,75.2485888004303,1.360105037689209
