Model,RMSE,MAE,MAPE (%),R2,Train Time (s),Test Time (s)
TCN (base),0.7692965220142335,0.6598415535699721,11.216786681859768,0.7276226579536613,150.6161012649536,0.8428025245666504
TCN (grid search),0.7692965220142335,0.6598415535699721,11.216786681859768,0.7276226579536613,133.17018127441406,0.8546452522277832
TCN (Keras Tuner),0.7692965220142335,0.6591540627222129,11.309958081576632,0.7286752185960357,71.20496869087219,0.7959833145141602
