Model,RMSE,MAE,MAPE (%),R2,Train Time (s),Test Time (s)
Transformer (base),1.029405498970337,0.8336951502419301,13.921094378099127,0.5122958992030859,430.3799502849579,1.3333637714385986
Transformer (grid search),1.029405498970337,0.8498132717924315,14.103127677098193,0.4924885086440227,701.3833301067352,2.967130422592163
Transformer (Keras Tuner),1.029405498970337,0.8336951502419301,13.921094351959729,0.5122958992030859,1165.2009766101837,1.2700378894805908
